3800.0000 1.0000
3804.0040 1.0000
3808.0080 1.0000
3812.0120 1.0000
3816.0160 1.0000
3820.0200 1.0000
3824.0240 1.0000
3828.0280 1.0000
3832.0320 1.0000
3836.0360 1.0000
3840.0400 1.0000
3844.0440 1.0000
3848.0480 1.0000
3852.0521 1.0000
3856.0561 1.0000
3860.0601 1.0000
3864.0641 1.0000
3868.0681 1.0000
3872.0721 1.0000
3876.0761 1.0000
3880.0801 1.0000
3884.0841 1.0000
3888.0881 1.0000
3892.0921 1.0000
3896.0961 1.0000
3900.1001 1.0000
3904.1041 1.0000
3908.1081 1.0000
3912.1121 1.0000
3916.1161 1.0000
3920.1201 1.0000
3924.1241 1.0000
3928.1281 1.0000
3932.1321 1.0000
3936.1361 1.0000
3940.1401 1.0000
3944.1441 1.0000
3948.1481 1.0000
3952.1522 1.0000
3956.1562 1.0000
3960.1602 1.0000
3964.1642 1.0000
3968.1682 1.0000
3972.1722 1.0000
3976.1762 1.0000
3980.1802 1.0000
3984.1842 1.0000
3988.1882 1.0000
3992.1922 1.0000
3996.1962 1.0000
4000.2002 1.0000
4004.2042 1.0000
4008.2082 1.0000
4012.2122 1.0000
4016.2162 1.0000
4020.2202 1.0000
4024.2242 1.0000
4028.2282 1.0000
4032.2322 1.0000
4036.2362 1.0000
4040.2402 1.0000
4044.2442 1.0000
4048.2482 1.0000
4052.2523 1.0000
4056.2563 1.0000
4060.2603 1.0000
4064.2643 1.0000
4068.2683 1.0000
4072.2723 1.0000
4076.2763 1.0000
4080.2803 1.0000
4084.2843 1.0000
4088.2883 1.0000
4092.2923 1.0000
4096.2963 1.0000
4100.3003 1.0000
4104.3043 1.0000
4108.3083 1.0000
4112.3123 1.0000
4116.3163 1.0000
4120.3203 1.0000
4124.3243 1.0000
4128.3283 1.0000
4132.3323 1.0000
4136.3363 1.0000
4140.3403 1.0000
4144.3443 1.0000
4148.3483 1.0000
4152.3524 1.0000
4156.3564 1.0000
4160.3604 1.0000
4164.3644 1.0000
4168.3684 1.0000
4172.3724 1.0000
4176.3764 1.0000
4180.3804 1.0000
4184.3844 1.0000
4188.3884 1.0000
4192.3924 1.0000
4196.3964 1.0000
4200.4004 1.0000
4204.4044 1.0000
4208.4084 1.0000
4212.4124 1.0000
4216.4164 1.0000
4220.4204 1.0000
4224.4244 1.0000
4228.4284 1.0000
4232.4324 1.0000
4236.4364 1.0000
4240.4404 1.0000
4244.4444 1.0000
4248.4484 1.0000
4252.4525 1.0000
4256.4565 1.0000
4260.4605 1.0000
4264.4645 1.0000
4268.4685 1.0000
4272.4725 1.0000
4276.4765 1.0000
4280.4805 1.0000
4284.4845 1.0000
4288.4885 1.0000
4292.4925 1.0000
4296.4965 1.0000
4300.5005 1.0000
4304.5045 1.0000
4308.5085 1.0000
4312.5125 1.0000
4316.5165 1.0000
4320.5205 1.0000
4324.5245 1.0000
4328.5285 1.0000
4332.5325 1.0000
4336.5365 1.0000
4340.5405 1.0000
4344.5445 1.0000
4348.5485 1.0000
4352.5526 1.0000
4356.5566 1.0000
4360.5606 1.0000
4364.5646 1.0000
4368.5686 1.0000
4372.5726 1.0000
4376.5766 1.0000
4380.5806 1.0000
4384.5846 1.0000
4388.5886 1.0000
4392.5926 1.0000
4396.5966 1.0000
4400.6006 1.0000
4404.6046 1.0000
4408.6086 1.0000
4412.6126 1.0000
4416.6166 1.0000
4420.6206 1.0000
4424.6246 1.0000
4428.6286 1.0000
4432.6326 1.0000
4436.6366 1.0000
4440.6406 1.0000
4444.6446 1.0000
4448.6486 1.0000
4452.6527 1.0000
4456.6567 1.0000
4460.6607 1.0000
4464.6647 1.0000
4468.6687 1.0000
4472.6727 1.0000
4476.6767 1.0000
4480.6807 1.0000
4484.6847 1.0000
4488.6887 1.0000
4492.6927 1.0000
4496.6967 1.0000
4500.7007 1.0000
4504.7047 1.0000
4508.7087 1.0000
4512.7127 1.0000
4516.7167 1.0000
4520.7207 1.0000
4524.7247 1.0000
